TrialNumber,LeftAmount,RightAmount,LeftOption,RightOption,WhichSelected,RT,LeftDisplay,RightDisplay,WhichSelected,RT2,HowLongLearnDelay,HowLongToPressReceipt,WhatLearnedFactWas
1,3,2,Share,Learn,Share,0.351999998093,Whether I like going to the movies,Whether I have a savings account,Whether I like going to the movies,0.40299987793,2.09998814144,N/A,N/A
2,1,3,Share,Trivia,Share,0.47000002861,Whether I have a savings account,Whether I like bugs,Whether I like bugs,0.875,1.82660504915,N/A,N/A
