TrialNumber,LeftAmount,RightAmount,LeftOption,RightOption,WhichSelected,RT,LeftDisplay,RightDisplay,WhichSelected,RT2,HowLongLearnDelay,HowLongToPressReceipt,WhatLearnedFactWas
1,1,1,Share,Learn,Share,1.34599995613,Whether I have lots of friends,Whether I like swimming,Whether I have lots of friends,1.29200005531,1.83015117215,N/A,N/A
2,4,4,Share,Learn,Share,0.655999898911,Whether I like swimming,Whether I belong to a religious body,Whether I belong to a religious body,0.90499997139,1.9654651455,N/A,N/A
